#,Interviewer Name (Team Member),Interviewee Name,Date,User Persona,Gender (as needed),Other demographic breakdown,Interview Notes,Direct Quotes,Opportunity,Pain Points
47,SimpleGov Survey,Respondent 47,02/25/2025,Citizen,Male,"Age: 40-50, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Defense & Military, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, TV, Podcasts or radio shows
- Tracking methods: Public disclosure websites, News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: When corruption / conflict of interest is shown, the partner in life / relatives are often involved","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
48,SimpleGov Survey,Respondent 48,02/25/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 5
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Not at all
- Lobbying impact: 8
- Opinion on corporate donations: No
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals, Finance & Banking
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.), TV
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""There is no transparency in campaign and candidate funding.""
""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","Lack of transparency in campaign/political funding
High concern about politicians' conflicts of interest"
49,SimpleGov Survey,Respondent 49,02/25/2025,Citizen,Male,"Age: 18-30, Location: Fra, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 9
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 4
- Opinion on corporate donations: Yes
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals, Agriculture
- Frequency of prioritizing financial incentives: Rarely

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Political ads, TV, Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
50,SimpleGov Survey,Respondent 50,02/25/2025,Citizen,Male,"Age: 18-30, Location: MN, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: Yes
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Political ads, Official government websites, TV
- Tracking methods: News Reports
- Desired app features: Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations
- Additional desired information: Demonstrated links to how lobbying has influenced policy in the past and present.","""I have strong trust in my representatives to act in my best interest.""","High interest in using political transparency app
Wants app features: Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
51,SimpleGov Survey,Respondent 51,02/25/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 10
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 10
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Defense & Military, Finance & Banking, Agriculture
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: I don't track them, News Reports
- Desired app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A summary of ethics violations and conflicts of interest
Opportunity to educate about representatives","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
52,SimpleGov Survey,Respondent 52,02/26/2025,Citizen,Female,"Age: 30-40, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 7
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: No
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
53,SimpleGov Survey,Respondent 53,02/26/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 7
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: No
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: TV, Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tracker for corporate and special interest group donations
- Additional desired information: personal wealth","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
54,SimpleGov Survey,Respondent 54,02/26/2025,Citizen,Male,"Age: 40-50, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 4
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Not at all
- Lobbying impact: 8
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military, Finance & Banking, Agriculture
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""There is no transparency in campaign and candidate funding.""
""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Opportunity to educate about representatives","Lack of transparency in campaign/political funding
High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
55,SimpleGov Survey,Respondent 55,02/26/2025,Citizen,Female,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 7
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 8
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Official government websites, Podcasts or radio shows
- Tracking methods: News Reports, Transparency-focused organizations
- Desired app features: A database of representatives and their financial interests, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",Believes politicians often prioritize financial incentives over public interest
56,SimpleGov Survey,Respondent 56,02/26/2025,Citizen,Male,"Age: 40-50, Location: NY, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 5
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 8
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military, Finance & Banking, Agriculture
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Political ads, TV, Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: A voting record tracker for representatives, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A voting record tracker for representatives, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest"
57,SimpleGov Survey,Respondent 57,02/26/2025,Citizen,Female,"Age: 40-50, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 7
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, TV, Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: A database of representatives and their financial interests, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
58,SimpleGov Survey,Respondent 58,02/26/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 5
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 8
- Opinion on corporate donations: No
- Industries with most influence: Energy (Oil & Gas), Finance & Banking
- Frequency of prioritizing financial incentives: N/A

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Official government websites, TV, Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings
- Additional desired information: Potential conflicts of interest (business ties, lobbying connections)","""I have very little trust that my representatives act in my best interest.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings
Opportunity to educate about representatives",Low trust in representatives to act in public interest
59,SimpleGov Survey,Respondent 59,02/26/2025,Citizen,Female,"Age: 50-60, Location: NY/FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 5
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 8
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Defense & Military
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Friends and family, Podcasts or radio shows, Direct e-mailing from candidates
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
60,SimpleGov Survey,Respondent 60,02/26/2025,Citizen,Male,"Age: 50-60, Location: Fra, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 1
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 6
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Defense & Military
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.), TV, Newspapers
- Tracking methods: I don't track them
- Desired app features: A tool to compare politicians based on transparency ratings
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A tool to compare politicians based on transparency ratings
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
61,SimpleGov Survey,Respondent 61,02/26/2025,Citizen,Male,"Age: 18-30, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 6
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 6
- Opinion on corporate donations: Yes
- Industries with most influence: Tech, Defense & Military, Finance & Banking
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I have very little trust that my representatives act in my best interest.""","Wants app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",Low trust in representatives to act in public interest
62,SimpleGov Survey,Respondent 62,02/27/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 10
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 8
- Opinion on corporate donations: No
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals, Agriculture
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.)
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
63,SimpleGov Survey,Respondent 63,03/04/2025,Citizen,Male,"Age: 60+, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 4
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: No
- Industries with most influence: Energy (Oil & Gas), Finance & Banking, Agriculture
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), Political ads, Official government websites
- Tracking methods: I don't track them
- Desired app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A way to contact my representative directly
- Additional desired information: N/A","""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A way to contact my representative directly
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
64,SimpleGov Survey,Respondent 64,03/04/2025,Citizen,Female,"Age: 50-60, Location: NY, Voter: No","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 1
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Not at all
- Lobbying impact: 8
- Opinion on corporate donations: No
- Industries with most influence: N/A
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: N/A
- Additional desired information: N/A","""There is no transparency in campaign and candidate funding.""
""I have very little trust that my representatives act in my best interest.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""",Already knows their representatives - engaged citizen,"Lack of transparency in campaign/political funding
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
65,SimpleGov Survey,Respondent 65,03/08/2025,Citizen,Female,"Age: 40-50, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 10
- Opinion on corporate donations: No
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals
- Frequency of prioritizing financial incentives: Always

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.)
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""I have very little trust that my representatives act in my best interest.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations
Opportunity to educate about representatives","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
